bucket,observations,avg_range_points,median_range_points,avg_abs_close_to_open_points,median_abs_close_to_open_points,avg_volume
510,12,10.2292,9.5,4.0417,2.5,1131.17
511,12,8.7708,7.375,4.1458,3.625,923.25
512,12,11.5417,6.0,4.7083,1.0,880.58
513,12,8.8333,5.875,5.5208,3.125,783.5
514,12,11.6458,6.75,5.8125,4.0,1044.33
515,12,7.8958,5.5,3.8542,2.75,834.17
516,12,10.8958,10.625,4.5,2.0,1088.17
517,12,8.5208,6.25,3.1042,3.375,906.33
518,12,7.4375,5.125,3.6667,1.625,673.25
519,12,8.625,7.125,5.625,3.0,788.08
520,12,11.2292,7.5,4.7917,3.625,1021.25
521,12,12.4583,6.75,8.2917,3.0,939.58
522,12,10.4792,7.875,4.875,3.5,999.83
523,12,8.3542,5.875,4.8542,2.375,871.92
524,12,9.1458,5.25,5.5417,2.375,697.33
525,12,9.0208,8.0,4.7708,2.5,846.33
526,12,10.0208,5.625,4.9583,1.25,834.92
527,12,7.125,6.0,2.1042,1.625,685.08
528,12,9.9583,6.875,6.5417,1.875,823.08
529,12,11.1667,8.25,6.4375,4.25,952.33
530,12,10.1667,6.625,5.2292,1.875,839.17
531,12,8.4375,7.25,4.1667,1.375,754.58
532,12,10.3333,8.125,6.1458,3.125,855.92
533,12,8.0833,6.25,4.8125,1.875,555.67
534,12,10.4583,8.0,5.5208,2.625,900.25
535,12,8.4167,5.0,4.25,1.875,764.17
536,12,8.7083,6.75,4.7708,2.375,722.25
537,12,7.625,4.75,3.8958,1.625,661.75
538,12,7.7708,6.75,4.2292,1.25,723.25
539,12,7.7083,5.5,4.4167,1.5,747.25
540,12,8.9375,6.875,2.7917,1.125,887.17
541,12,6.7292,5.625,3.1042,2.5,637.42
542,12,6.5,4.375,2.9583,1.875,626.67
543,12,9.9167,6.5,5.7083,1.75,822.92
544,12,7.5625,6.375,2.8125,1.875,805.17
545,12,9.0208,8.25,5.2083,2.125,833.42
546,12,7.1042,5.0,4.125,2.0,530.75
547,12,8.5417,4.5,5.625,2.625,807.5
548,12,5.7708,4.5,1.9375,1.125,661.92
549,12,7.8333,6.125,4.0625,3.5,641.5
550,12,8.0,4.25,3.4375,1.0,703.5
551,12,6.3125,5.25,2.5208,1.75,622.75
552,12,6.2083,3.625,2.4167,1.25,722.83
553,12,6.1875,4.375,2.5,0.875,586.83
554,12,6.3125,5.375,3.1042,1.5,575.5
555,12,7.2708,7.375,3.7083,3.75,695.67
556,12,6.7917,5.75,1.5,1.375,751.25
557,12,6.6875,5.0,3.1458,1.75,591.83
558,12,8.1042,6.625,5.3125,1.625,738.08
559,12,6.3542,5.25,3.2292,2.0,610.25
560,12,8.4583,6.5,4.8333,2.875,679.5
561,12,8.0208,4.25,4.1042,1.25,675.83
562,12,7.2292,4.375,4.8333,1.875,617.08
563,12,6.1667,5.625,2.6042,1.5,641.42
564,12,8.75,5.25,4.2708,2.0,634.0
565,12,7.3958,5.5,3.375,2.125,624.92
566,12,6.625,4.875,2.6667,1.0,568.25
567,12,6.6458,4.25,3.3542,2.0,795.58
568,12,7.7292,6.5,4.2083,1.75,636.75
569,12,7.2708,6.125,4.5,2.125,759.0
570,12,6.6458,6.0,3.2292,2.5,948.92
571,12,7.0625,6.25,3.7083,3.125,1059.42
572,12,8.0,5.5,3.3125,2.375,724.25
573,12,6.6667,4.625,3.3333,1.375,461.17
574,12,5.9167,4.25,2.9583,0.875,588.83
575,12,7.0417,3.75,4.9792,1.375,617.75
576,12,8.7083,5.0,3.2708,1.25,676.17
577,12,6.6875,3.25,3.5833,1.5,569.17
578,12,6.0417,4.5,1.9792,1.75,586.17
579,12,6.2917,6.125,3.3125,2.75,673.42
580,12,6.9167,6.0,3.7708,2.375,664.25
581,12,5.875,4.625,1.8542,0.625,567.92
582,12,6.7708,4.375,4.8125,0.875,553.42
583,12,7.9167,5.375,5.5833,2.25,657.17
584,12,6.0,3.875,2.0417,1.25,643.25
585,12,6.1667,5.25,3.125,1.875,676.67
586,12,7.6042,6.5,4.7917,3.75,658.75
587,12,7.0833,4.75,2.7292,1.0,666.75
588,12,6.1667,4.375,2.9167,1.625,636.33
589,12,6.1458,4.0,2.6875,1.125,515.67
590,12,8.4583,4.875,6.1458,1.875,731.42
591,12,7.0625,3.875,3.1042,0.875,662.92
592,12,7.625,8.5,5.0625,4.125,601.67
593,12,6.7292,6.0,3.3958,1.125,569.75
594,12,6.2292,5.0,3.3542,2.125,565.75
595,12,6.6667,4.125,2.9167,1.625,753.67
596,12,6.3958,4.875,2.7292,1.75,491.75
597,12,9.3333,4.875,5.75,3.25,635.08
598,12,5.6458,4.375,1.875,1.0,623.67
599,12,7.9792,5.625,5.2917,2.75,724.42
600,12,8.625,5.875,4.8125,2.125,926.25
601,12,7.4583,4.375,2.2292,1.25,738.83
602,12,6.9583,6.375,3.7292,2.75,529.25
603,12,8.25,5.5,4.25,3.0,718.58
604,12,6.25,4.625,3.0833,1.875,489.0
605,12,6.1042,4.5,2.1042,1.0,542.17
606,12,7.5625,7.375,3.6458,2.125,723.75
607,12,7.8125,4.75,4.3958,0.875,723.75
608,12,7.875,5.625,3.3125,2.875,748.33
609,12,5.9375,4.625,2.5208,1.75,569.25
610,12,6.9375,4.75,2.8542,2.25,729.17
611,12,6.9792,4.875,2.4375,1.5,564.5
612,12,7.6875,4.25,4.6458,2.75,699.42
613,12,6.7083,3.75,4.0625,1.0,445.33
614,12,5.1875,3.5,2.3333,1.5,491.17
615,12,7.7708,5.875,3.7708,2.75,737.33
616,12,7.3958,4.625,4.3125,2.75,598.83
617,12,7.6875,6.25,4.1458,1.625,677.92
618,12,11.9167,7.25,6.0417,2.125,990.75
619,12,8.3125,6.0,3.9792,2.0,762.0
620,12,10.3542,5.375,6.1042,2.0,834.33
621,12,8.9167,5.25,4.4583,1.25,754.17
622,12,6.625,4.5,2.8125,1.875,647.67
623,12,6.0,3.875,3.375,1.125,506.5
624,12,6.6667,4.25,3.25,1.0,630.5
625,12,7.7917,5.125,3.0625,2.125,699.58
626,12,8.7083,5.5,5.0208,0.875,591.83
627,12,6.5417,3.875,4.0417,2.25,554.58
628,12,7.0417,5.25,3.9375,3.75,607.75
629,12,6.3125,3.875,1.6875,0.75,587.58
630,12,8.3333,4.5,4.625,1.375,676.42
631,12,6.9792,5.625,4.2917,2.125,670.83
632,12,8.125,4.5,4.0417,2.25,685.92
633,12,5.8333,4.375,2.5208,1.125,481.17
634,12,6.4792,4.75,2.8542,1.75,486.25
635,12,8.25,4.25,4.4792,1.0,722.25
636,12,6.4792,4.0,3.5833,2.125,613.5
637,12,6.0417,3.375,3.7917,1.0,493.83
638,12,4.9792,4.5,2.2083,0.75,449.5
639,12,6.9792,3.375,3.1042,1.5,599.83
640,12,8.7083,5.5,4.5625,1.625,619.83
641,12,6.5208,4.625,2.7292,1.875,452.08
642,12,5.4375,4.75,2.1042,1.625,465.42
643,12,6.0,5.875,2.3958,1.875,491.33
644,12,5.4375,5.0,2.2708,1.75,463.25
645,12,7.6042,4.125,3.4792,1.625,540.5
646,12,6.0833,3.75,2.9583,1.5,442.92
647,12,6.1875,5.0,3.25,2.125,460.58
648,12,7.4375,4.375,5.3542,2.875,509.75
649,12,5.5417,4.75,2.7917,1.0,436.58
650,12,7.6667,5.25,3.4583,1.125,503.42
651,12,9.1667,4.75,5.8125,1.375,495.08
652,12,7.4792,5.5,3.3958,1.625,406.33
653,12,6.5208,5.25,3.5208,1.75,396.17
654,12,6.0417,6.25,3.2292,2.875,461.58
655,12,5.6667,4.5,1.4792,0.75,448.58
656,12,7.0,4.75,4.2083,2.375,458.33
657,12,7.5833,4.5,4.4167,1.875,474.17
658,12,5.2292,4.25,1.5417,0.75,440.33
659,12,6.25,5.25,3.6042,2.0,441.42
660,12,8.1667,8.25,5.6042,2.0,536.5
661,12,7.1667,5.125,4.1667,1.75,598.08
662,12,4.9583,3.375,1.9792,0.75,487.58
663,12,5.7083,3.875,2.7917,1.875,505.0
664,12,6.3958,4.75,3.9375,3.125,449.0
665,12,7.7083,6.375,3.75,2.0,568.33
666,12,7.25,4.625,4.6875,2.25,504.25
667,12,5.2292,3.75,2.1042,1.5,426.25
668,12,7.125,4.125,4.875,1.75,460.17
669,12,5.25,3.0,2.1875,1.5,379.5
670,12,5.8333,4.75,3.5417,1.0,454.17
671,12,6.1042,4.75,3.3333,1.25,443.42
672,12,5.4583,3.25,2.4792,1.25,410.67
673,12,7.625,3.875,4.1458,1.0,515.17
674,12,6.6042,3.25,3.7708,0.75,567.83
675,12,6.9375,5.875,3.2708,1.625,485.92
676,12,6.75,5.0,3.9583,3.125,485.25
677,12,5.875,4.75,2.75,1.5,438.08
678,12,9.0,3.75,6.8958,1.875,628.17
679,12,7.7917,5.875,5.625,3.875,668.33
680,12,7.1458,4.625,3.6042,2.625,682.67
681,12,4.9583,3.375,1.1458,0.875,497.42
682,12,7.2292,5.125,4.0417,2.5,784.33
683,12,6.1667,3.5,1.7083,1.25,703.33
684,12,6.25,3.75,3.75,1.25,621.08
685,12,6.2917,3.625,4.375,1.625,583.92
686,12,6.625,3.25,2.9167,1.75,637.08
687,12,6.4167,5.375,2.7917,1.5,614.67
688,12,6.0208,5.625,3.3333,2.125,499.58
689,12,6.625,4.875,4.1875,1.0,572.42
690,12,8.4792,6.875,4.9792,2.625,748.58
691,12,6.3958,4.375,3.8542,1.875,547.25
692,12,6.5208,5.625,3.2917,1.875,496.25
693,12,6.5417,4.5,3.1458,2.0,560.17
694,12,7.0,5.125,4.6875,1.875,573.42
695,12,7.2292,5.375,3.7292,1.125,671.83
696,12,8.0,3.625,3.7083,1.25,591.25
697,12,8.2917,5.125,5.0,2.0,605.67
698,12,5.1667,3.75,2.1458,0.875,465.75
699,12,6.3125,3.875,2.9583,2.25,466.0
700,12,5.8542,6.125,2.8958,3.375,483.0
701,12,7.0625,4.25,2.6667,0.875,764.08
702,12,5.6667,4.625,2.4792,1.375,486.75
703,12,6.4167,5.875,3.1667,3.625,542.08
704,12,5.6042,5.25,2.25,1.75,497.08
705,12,6.0,3.625,2.7083,1.375,472.0
706,12,6.4375,5.0,3.0833,2.375,437.25
707,12,6.2708,4.375,3.4792,1.0,536.0
708,12,6.5,3.75,3.2083,1.0,473.0
709,12,6.0,3.875,3.1667,0.875,644.67
710,12,4.6875,2.5,2.1667,1.25,391.58
711,12,5.3958,4.0,3.375,0.875,379.25
712,12,5.7917,3.875,3.6875,2.125,400.42
713,12,4.875,3.875,2.0208,0.875,474.42
714,12,6.3542,4.125,3.5833,2.25,444.25
715,12,6.3542,4.875,2.5417,1.5,435.83
716,12,4.9375,2.875,1.8958,1.125,385.75
717,12,4.7292,4.5,2.375,2.0,445.58
718,12,6.0625,5.25,2.9375,1.875,473.17
719,12,4.9792,3.5,2.3125,1.375,403.5
720,12,8.2917,6.125,5.1042,4.125,558.08
721,12,6.7292,5.875,4.1042,2.25,563.25
722,12,5.75,5.125,1.7917,0.625,476.75
723,12,5.4375,4.375,2.75,2.0,509.17
724,12,5.6667,3.125,2.9375,1.375,458.42
725,12,6.8333,3.75,3.8125,1.25,494.5
726,12,5.7292,4.5,3.25,1.875,409.33
727,12,5.7083,4.375,2.375,1.0,331.17
728,12,4.7083,3.875,2.2708,1.875,289.0
729,12,5.2708,4.125,2.9792,2.0,403.83
730,12,6.4167,6.5,2.9583,1.375,507.33
731,12,5.2708,3.625,3.2083,1.75,443.08
732,12,5.625,3.625,2.7917,1.25,464.58
733,12,6.3333,5.625,2.75,1.5,522.75
734,12,4.7083,3.5,2.2917,2.125,393.33
735,12,4.6042,4.0,1.0833,0.625,390.5
736,12,7.0,4.5,4.1042,1.5,504.67
737,12,7.25,4.75,4.1667,2.25,600.75
738,12,7.9375,5.375,5.0208,2.25,549.17
739,12,6.7083,5.75,3.5,2.75,479.58
740,12,6.0,3.875,3.0,1.375,523.0
741,12,5.3125,3.25,3.0,1.625,418.75
742,12,5.9167,4.25,3.1875,1.125,519.08
743,12,6.7083,3.875,4.4375,1.625,583.92
744,12,5.6667,4.5,2.4167,1.5,521.08
745,12,5.0625,4.5,2.4375,0.75,477.92
746,12,5.625,4.125,2.6875,1.375,520.42
747,12,6.8958,4.25,5.1667,2.125,513.67
748,12,6.0625,4.75,2.9167,1.375,554.0
749,12,7.9167,5.0,5.3125,2.5,746.17
750,12,8.6042,7.75,3.7292,1.25,910.33
751,12,6.7917,5.75,2.7292,1.75,651.08
752,12,5.3125,4.5,3.2083,1.125,424.08
753,12,8.5208,7.375,5.5625,4.625,726.92
754,12,7.7083,5.125,4.625,2.875,689.17
755,12,5.9792,5.75,2.6667,1.875,626.92
756,12,5.7708,5.5,1.75,1.0,589.17
757,12,5.5,3.75,2.0,0.75,585.42
758,12,5.875,3.75,2.7083,1.25,543.33
759,12,5.1875,4.875,2.3333,1.75,579.67
760,12,5.8542,4.5,3.7917,2.5,443.92
761,12,5.25,4.0,1.3542,0.75,514.42
762,12,6.8125,5.25,4.5208,1.5,634.0
763,12,5.5833,4.0,2.5208,1.875,595.25
764,12,5.3542,4.125,2.625,1.25,568.92
765,12,7.2917,5.75,3.4583,1.0,655.58
766,12,5.0625,4.625,2.3958,1.75,580.17
767,12,5.1667,4.125,2.4167,1.75,521.67
768,12,6.0625,6.125,2.6875,1.75,635.75
769,12,6.625,4.875,4.2292,2.25,655.25
770,12,6.125,4.625,3.0417,2.0,704.42
771,12,7.0625,5.25,1.8542,1.25,700.75
772,12,6.125,4.625,3.0833,2.75,848.83
773,12,5.4792,5.625,1.5417,0.75,581.33
774,12,5.0625,4.625,3.1458,2.125,557.42
775,12,5.6458,4.375,3.1667,2.0,660.08
776,12,5.4167,5.125,1.9792,0.75,597.33
777,12,4.4167,3.875,2.1458,1.25,489.92
778,12,5.2083,4.75,2.5833,1.875,493.25
779,12,5.4167,5.125,2.7083,2.0,585.58
780,12,8.0208,5.5,3.6667,2.0,829.0
781,12,8.7708,5.0,5.6667,2.375,718.0
782,12,6.9792,5.25,3.0208,1.375,776.75
783,12,5.375,4.25,2.0,1.375,693.42
784,12,5.4167,4.5,2.75,0.875,642.67
785,12,6.875,4.75,4.5208,1.75,649.58
786,12,6.2292,5.5,2.8958,2.125,718.42
787,12,6.4792,5.375,2.5417,1.375,718.83
788,12,5.0,4.875,2.2917,1.875,549.08
789,12,5.1458,3.875,2.7917,1.375,577.0
790,12,6.0208,4.5,2.75,1.75,659.5
791,12,5.3542,5.5,1.9583,1.625,703.17
792,12,5.3958,5.25,2.6875,2.625,543.42
793,12,5.7708,5.0,2.8958,2.25,746.08
794,12,6.4375,5.125,3.3125,0.875,795.42
795,12,7.8333,5.375,4.6458,2.75,897.42
796,12,7.25,6.125,3.0208,2.25,834.17
797,12,7.0208,4.625,4.0833,2.625,765.25
798,12,7.1042,7.0,3.1458,2.375,1039.17
799,12,6.625,6.75,3.25,3.125,1169.42
800,12,11.8542,10.375,6.5208,3.5,1884.33
801,12,9.3125,6.375,4.7917,2.0,1202.42
802,12,8.0208,6.875,4.0208,3.0,989.5
803,12,8.0625,8.625,3.2292,1.875,1169.25
804,12,9.8125,7.125,4.8958,3.125,1523.67
805,12,10.875,10.625,6.0625,7.375,1535.08
806,12,6.8333,5.5,3.9167,2.75,1020.08
807,12,6.6042,7.375,2.1875,1.5,1498.33
808,12,7.9375,7.25,3.8333,3.75,1885.83
809,12,10.3542,7.5,3.3333,3.125,4578.25
810,12,10.5625,6.5,6.0625,3.0,2065.75
811,12,6.4583,4.125,3.3333,1.375,1023.92
812,12,6.5417,4.625,4.2292,2.5,715.92
813,12,5.125,2.875,2.6667,1.25,653.17
814,12,5.0208,4.75,2.5625,1.625,529.75
815,12,4.8542,3.5,2.7292,1.375,515.42
816,12,4.5208,3.125,1.9583,0.5,391.42
817,11,3.9545,3.25,2.0,1.5,330.27
818,11,4.2273,3.75,1.5909,1.5,304.27
819,11,3.5,3.75,1.5,1.25,324.27
820,11,3.6364,3.0,1.2045,0.75,296.55
821,11,4.0227,3.25,2.5,1.5,252.91
822,11,4.0455,2.5,0.8636,1.0,282.27
823,11,3.8864,3.25,2.3409,1.0,338.82
824,11,4.9318,2.25,2.2045,1.25,405.45
825,11,5.4091,3.75,2.9318,2.75,281.09
826,11,5.7045,2.25,4.3636,1.0,211.27
827,11,5.5,1.75,2.75,0.75,276.91
828,11,4.8864,2.5,2.5909,0.75,125.55
829,11,4.7273,1.5,3.6818,0.75,145.73
830,11,4.3182,2.5,2.3636,1.0,158.36
831,11,3.3182,3.0,1.7045,0.75,100.27
832,11,4.0909,1.75,3.0227,0.5,104.09
833,11,3.2955,2.5,1.0455,0.5,120.0
834,11,3.9545,2.25,2.3182,0.75,137.45
835,11,3.7045,2.0,2.1136,1.0,155.09
836,11,3.8409,1.5,2.2955,1.0,113.18
837,11,2.3864,2.25,1.2045,1.0,70.18
838,11,2.7045,2.25,1.0682,0.5,115.18
839,11,3.5227,2.5,2.3636,1.25,113.82
840,11,2.7955,2.25,1.25,1.25,102.82
841,11,2.75,2.0,1.0909,0.5,85.55
842,11,3.1364,2.5,1.8182,0.75,88.18
843,11,3.3864,2.25,1.0909,0.5,97.73
844,10,3.075,2.125,2.125,1.0,95.8
845,10,4.65,2.5,2.05,1.0,168.6
846,9,2.6389,2.25,1.2778,1.0,89.44
847,9,4.1667,3.5,3.3611,3.0,130.56
848,9,3.25,3.25,2.25,2.5,130.11
849,9,2.6111,2.25,1.1111,0.75,78.89
850,9,2.5833,2.25,1.2778,1.25,109.78
851,9,2.2778,1.75,1.5,1.25,54.44
852,9,2.5556,2.0,1.4444,1.0,86.89
853,9,2.6944,2.0,1.0,0.75,96.67
854,8,3.8125,3.25,1.4062,0.75,125.5
855,6,2.3333,2.25,1.4167,1.375,79.67
856,6,2.125,1.875,1.0417,0.5,58.67
857,6,3.3333,3.5,1.8333,1.75,82.67
858,6,2.75,2.625,1.2917,1.125,59.0
859,6,2.1667,2.0,1.5,1.0,68.0
860,6,3.8333,4.0,2.4583,1.875,119.83
861,6,2.1667,2.0,0.875,0.75,72.67
862,6,2.7917,2.25,1.4583,1.0,93.5
863,6,2.75,2.25,0.9167,0.625,70.33
864,6,2.5,3.0,1.75,2.125,53.17
865,6,2.625,2.5,1.3333,1.5,64.67
866,6,1.8333,1.375,0.75,0.875,48.5
867,6,3.0,1.5,1.6667,1.125,63.0
868,5,2.75,2.25,1.55,1.25,70.2
869,5,3.75,3.0,2.0,1.75,93.2
