session_date,start,end,bars,open,high,low,close,volume,range_points,close_to_open_points
2019-06-12,2019-06-12 15:30:00,2019-06-12 22:59:00,435,7496.0,7512.5,7461.0,7477.0,286221,51.5,-19.0
2019-06-13,2019-06-13 15:30:00,2019-06-13 22:59:00,435,7505.5,7536.0,7489.5,7511.5,269074,46.5,6.0
2019-06-14,2019-06-14 15:30:00,2019-06-14 22:59:00,435,7475.75,7504.25,7456.25,7483.75,139764,48.0,8.0
2019-06-17,2019-06-17 15:30:00,2019-06-17 22:59:00,435,7498.0,7550.75,7491.0,7540.0,84475,59.75,42.0
2019-06-18,2019-06-18 15:30:00,2019-06-18 22:59:00,435,7643.25,7721.75,7625.25,7672.5,335637,96.5,29.25
2019-06-19,2019-06-19 15:30:00,2019-06-19 22:59:00,435,7679.5,7713.5,7630.0,7696.5,325818,83.5,17.0
2019-06-20,2019-06-20 15:30:00,2019-06-20 22:59:00,435,7801.0,7802.5,7706.5,7764.25,366831,96.0,-36.75
2019-06-21,2019-06-21 15:30:00,2019-06-21 22:59:00,435,7752.75,7803.5,7737.0,7746.75,283947,66.5,-6.0
2019-06-24,2019-06-24 15:30:00,2019-06-24 22:59:00,435,7768.75,7776.75,7749.25,7757.5,199110,27.5,-11.25
2019-06-25,2019-06-25 15:30:00,2019-06-25 22:59:00,435,7749.25,7752.75,7609.5,7635.0,345178,143.25,-114.25
2019-06-26,2019-06-26 15:30:00,2019-06-26 22:59:00,435,7670.0,7719.0,7641.25,7643.25,269262,77.75,-26.75
2019-06-27,2019-06-27 15:30:00,2019-06-27 22:59:00,435,7682.25,7701.75,7663.0,7686.25,210038,38.75,4.0
2019-06-28,2019-06-28 15:30:00,2019-06-28 22:59:00,435,7701.25,7726.0,7664.0,7723.25,255324,62.0,22.0
2019-07-01,2019-07-01 15:30:00,2019-07-01 22:59:00,435,7838.5,7849.75,7759.0,7792.25,310065,90.75,-46.25
2019-07-02,2019-07-02 15:30:00,2019-07-02 22:59:00,435,7790.25,7843.25,7769.25,7840.25,234827,74.0,50.0
2019-07-03,2019-07-03 15:30:00,2019-07-03 19:14:00,225,7842.5,7892.75,7835.0,7887.5,147508,57.75,45.0
2019-07-04,2019-07-04 15:30:00,2019-07-04 18:59:00,210,7898.0,7906.75,7893.5,7902.0,12815,13.25,4.0
2019-07-05,2019-07-05 15:30:00,2019-07-05 22:59:00,435,7829.25,7880.5,7797.25,7855.0,253219,83.25,25.75
2019-07-08,2019-07-08 15:30:00,2019-07-08 22:59:00,435,7817.5,7818.25,7777.5,7801.5,272454,40.75,-16.0
2019-07-09,2019-07-09 15:30:00,2019-07-09 22:59:00,435,7771.25,7858.75,7765.75,7846.75,265283,93.0,75.5
2019-07-10,2019-07-10 15:30:00,2019-07-10 22:59:00,435,7894.75,7949.5,7881.75,7925.0,336096,67.75,30.25
2019-07-11,2019-07-11 15:30:00,2019-07-11 22:59:00,435,7939.5,7957.75,7894.25,7917.75,324382,63.5,-21.75
2019-07-12,2019-07-12 15:30:00,2019-07-12 22:59:00,435,7927.0,7967.5,7920.5,7958.5,233215,47.0,31.5
2019-07-15,2019-07-15 15:30:00,2019-07-15 22:59:00,435,7983.5,7992.0,7961.25,7983.75,189618,30.75,0.25
2019-07-16,2019-07-16 15:30:00,2019-07-16 22:59:00,435,7977.75,7987.25,7924.0,7937.25,249502,63.25,-40.5
2019-07-17,2019-07-17 15:30:00,2019-07-17 22:59:00,435,7949.75,7962.5,7868.0,7870.25,251416,94.5,-79.5
2019-07-18,2019-07-18 15:30:00,2019-07-18 22:59:00,435,7870.25,7954.75,7845.25,7947.0,327387,109.5,76.75
2019-07-19,2019-07-19 15:30:00,2019-07-19 22:59:00,435,7974.25,7974.25,7815.25,7820.0,346800,159.0,-154.25
2019-07-22,2019-07-22 15:30:00,2019-07-22 22:59:00,435,7877.5,7936.5,7875.25,7926.25,277974,61.25,48.75
2019-07-23,2019-07-23 15:30:00,2019-07-23 22:59:00,435,7962.0,7985.75,7908.0,7941.5,292767,77.75,-20.5
2019-07-24,2019-07-24 15:30:00,2019-07-24 22:59:00,435,7940.0,8051.75,7938.75,8002.0,276680,113.0,62.0
2019-07-25,2019-07-25 15:30:00,2019-07-25 22:59:00,435,7997.75,7999.0,7917.25,7982.0,355867,81.75,-15.75
2019-07-26,2019-07-26 15:30:00,2019-07-26 22:59:00,435,7997.75,8040.75,7994.25,8015.25,246750,46.5,17.5
2019-07-29,2019-07-29 15:30:00,2019-07-29 22:59:00,435,8024.25,8024.75,7951.75,8005.0,251139,73.0,-19.25
2019-07-30,2019-07-30 15:30:00,2019-07-30 22:59:00,435,7940.25,7997.75,7933.5,7989.0,291280,64.25,48.75
2019-07-31,2019-07-31 15:30:00,2019-07-31 22:59:00,435,7987.5,7993.0,7782.25,7840.0,476018,210.75,-147.5
2019-08-01,2019-08-01 15:30:00,2019-08-01 22:59:00,435,7871.0,8014.5,7776.75,7791.0,647091,237.75,-80.0
2019-08-02,2019-08-02 15:30:00,2019-08-02 22:59:00,435,7758.5,7765.75,7650.25,7708.0,552025,115.5,-50.5
2019-08-05,2019-08-05 15:30:00,2019-08-05 22:59:00,435,7539.25,7540.75,7359.75,7368.25,629778,181.0,-171.0
2019-08-06,2019-08-06 15:30:00,2019-08-06 22:59:00,435,7491.5,7549.0,7437.0,7517.75,514880,112.0,26.25
2019-08-07,2019-08-07 15:30:00,2019-08-07 22:59:00,435,7446.75,7577.5,7387.5,7550.5,628484,190.0,103.75
2019-08-08,2019-08-08 15:30:00,2019-08-08 22:59:00,435,7601.5,7738.5,7578.0,7728.0,404312,160.5,126.5
2019-08-09,2019-08-09 15:30:00,2019-08-09 22:59:00,435,7692.0,7720.0,7596.75,7669.25,474788,123.25,-22.75
2019-08-12,2019-08-12 15:30:00,2019-08-12 22:59:00,435,7611.5,7633.25,7534.75,7571.25,394371,98.5,-40.25
2019-08-13,2019-08-13 15:30:00,2019-08-13 22:59:00,435,7566.5,7789.5,7555.25,7751.25,497740,234.25,184.75
2019-08-14,2019-08-14 15:30:00,2019-08-14 22:59:00,435,7607.5,7634.5,7477.0,7478.5,625520,157.5,-129.0
2019-08-15,2019-08-15 15:30:00,2019-08-15 22:59:00,435,7516.25,7535.25,7435.5,7509.5,404383,99.75,-6.75
2019-08-16,2019-08-16 15:30:00,2019-08-16 22:59:00,435,7556.25,7632.5,7555.25,7610.5,311781,77.25,54.25
2019-08-19,2019-08-19 15:30:00,2019-08-19 22:59:00,435,7716.75,7750.0,7695.25,7720.5,269243,54.75,3.75
2019-08-20,2019-08-20 15:30:00,2019-08-20 22:59:00,435,7716.25,7742.0,7655.5,7658.5,295830,86.5,-57.75
2019-08-21,2019-08-21 15:30:00,2019-08-21 22:59:00,435,7742.25,7765.75,7714.0,7758.0,236032,51.75,15.75
2019-08-22,2019-08-22 15:30:00,2019-08-22 22:59:00,435,7753.5,7773.5,7654.0,7705.75,345939,119.5,-47.75
2019-08-23,2019-08-23 15:30:00,2019-08-23 22:59:00,435,7663.25,7731.75,7447.75,7490.0,606591,284.0,-173.25
2019-08-26,2019-08-26 15:30:00,2019-08-26 22:59:00,435,7555.75,7599.75,7510.5,7588.0,350896,89.25,32.25
2019-08-27,2019-08-27 15:30:00,2019-08-27 22:59:00,435,7634.0,7648.5,7537.0,7566.0,378228,111.5,-68.0
2019-08-28,2019-08-28 15:30:00,2019-08-28 22:59:00,435,7541.5,7605.75,7504.25,7581.75,311180,101.5,40.25
2019-08-29,2019-08-29 15:30:00,2019-08-29 22:59:00,435,7686.25,7730.25,7655.25,7706.5,295990,75.0,20.25
2019-08-30,2019-08-30 15:30:00,2019-08-30 22:59:00,435,7749.25,7750.75,7646.0,7675.5,319017,104.75,-73.75
2019-09-02,2019-09-02 15:30:00,2019-09-02 18:59:00,210,7662.0,7672.0,7580.75,7612.25,47054,91.25,-49.75
2019-09-03,2019-09-03 15:30:00,2019-09-03 22:59:00,435,7638.25,7676.75,7587.5,7617.0,361536,89.25,-21.25
2019-09-04,2019-09-04 15:30:00,2019-09-04 22:59:00,435,7685.25,7729.75,7665.5,7722.75,256856,64.25,37.5
2019-09-05,2019-09-05 15:30:00,2019-09-05 22:59:00,435,7807.25,7886.75,7804.25,7850.25,303653,82.5,43.0
2019-09-06,2019-09-06 15:30:00,2019-09-06 22:59:00,435,7873.75,7879.25,7838.25,7865.0,241077,41.0,-8.75
2019-09-09,2019-09-09 15:30:00,2019-09-09 22:59:00,435,7879.0,7884.0,7798.5,7833.5,295082,85.5,-45.5
2019-09-10,2019-09-10 15:30:00,2019-09-10 22:59:00,435,7796.75,7820.75,7744.25,7819.5,342508,76.5,22.75
2019-09-11,2019-09-11 15:30:00,2019-09-11 22:59:00,435,7829.0,7905.0,7811.5,7893.0,275577,93.5,64.0
2019-09-12,2019-09-12 15:30:00,2019-09-12 22:59:00,435,7937.25,7982.75,7909.5,7911.5,306167,73.25,-25.75
2019-09-13,2019-09-13 15:30:00,2019-09-13 22:59:00,435,7909.25,7927.5,7881.75,7888.0,142831,45.75,-21.25
2019-09-16,2019-09-16 15:30:00,2019-09-16 22:59:00,435,7841.5,7873.25,7832.75,7864.5,85238,40.5,23.0
2019-09-17,2019-09-17 15:30:00,2019-09-17 22:59:00,435,7879.25,7921.5,7862.5,7916.5,192504,59.0,37.25
2019-09-18,2019-09-18 15:30:00,2019-09-18 22:59:00,435,7901.25,7929.5,7813.5,7922.5,302125,116.0,21.25
2019-09-19,2019-09-19 15:30:00,2019-09-19 22:59:00,435,7925.0,7973.75,7908.0,7917.25,270603,65.75,-7.75
2019-09-20,2019-09-20 15:30:00,2019-09-20 22:59:00,435,7934.75,7942.25,7810.75,7831.75,349937,131.5,-103.0
2019-09-23,2019-09-23 15:30:00,2019-09-23 22:59:00,435,7833.75,7869.5,7807.75,7868.25,246462,61.75,34.5
2019-09-24,2019-09-24 15:30:00,2019-09-24 22:59:00,435,7877.0,7894.0,7701.75,7737.25,523306,192.25,-139.75
2019-09-25,2019-09-25 15:30:00,2019-09-25 22:59:00,435,7727.25,7844.25,7663.0,7823.0,406843,181.25,95.75
2019-09-26,2019-09-26 15:30:00,2019-09-26 22:59:00,435,7813.75,7818.25,7734.75,7785.5,395616,83.5,-28.25
2019-09-27,2019-09-27 15:30:00,2019-09-27 22:59:00,435,7805.5,7811.0,7641.0,7717.25,506527,170.0,-88.25
2019-09-30,2019-09-30 15:30:00,2019-09-30 22:59:00,435,7723.25,7788.75,7710.5,7785.25,244040,78.25,62.0
2019-10-01,2019-10-01 15:30:00,2019-10-01 22:59:00,435,7797.75,7841.5,7691.0,7709.5,399718,150.5,-88.25
2019-10-02,2019-10-02 15:30:00,2019-10-02 22:59:00,435,7652.25,7652.5,7525.5,7554.5,470604,127.0,-97.75
2019-10-03,2019-10-03 15:30:00,2019-10-03 22:59:00,435,7567.75,7661.5,7474.25,7658.75,468592,187.25,91.0
2019-10-04,2019-10-04 15:30:00,2019-10-04 22:59:00,435,7687.75,7773.75,7682.0,7769.75,295656,91.75,82.0
2019-10-07,2019-10-07 15:30:00,2019-10-07 22:59:00,435,7738.0,7799.75,7724.25,7739.25,307324,75.5,1.25
2019-10-08,2019-10-08 15:30:00,2019-10-08 22:59:00,435,7685.5,7721.5,7613.5,7623.5,420264,108.0,-62.0
2019-10-09,2019-10-09 15:30:00,2019-10-09 22:59:00,435,7684.25,7732.0,7661.75,7703.0,277199,70.25,18.75
2019-10-10,2019-10-10 15:30:00,2019-10-10 22:59:00,435,7696.5,7798.75,7691.0,7786.75,340850,107.75,90.25
2019-10-11,2019-10-11 15:30:00,2019-10-11 22:59:00,435,7842.75,7918.5,7836.0,7858.5,372489,82.5,15.75
2019-10-14,2019-10-14 15:30:00,2019-10-14 22:59:00,435,7843.25,7878.75,7836.0,7859.75,194966,42.75,16.5
2019-10-15,2019-10-15 15:30:00,2019-10-15 22:59:00,435,7875.5,7971.75,7871.75,7959.5,257262,100.0,84.0
2019-10-16,2019-10-16 15:30:00,2019-10-16 22:59:00,435,7926.75,7953.75,7907.5,7953.75,247478,46.25,27.0
2019-10-17,2019-10-17 15:30:00,2019-10-17 22:59:00,435,7980.0,7992.25,7922.0,7953.75,263758,70.25,-26.25
2019-10-18,2019-10-18 15:30:00,2019-10-18 22:59:00,435,7942.75,7958.5,7835.75,7883.0,354052,122.75,-59.75
2019-10-21,2019-10-21 15:30:00,2019-10-21 22:59:00,435,7914.25,7951.75,7893.5,7948.0,200774,58.25,33.75
2019-10-22,2019-10-22 15:30:00,2019-10-22 22:59:00,435,7973.0,7988.75,7837.25,7841.75,301213,151.5,-131.25
2019-10-23,2019-10-23 15:30:00,2019-10-23 22:59:00,435,7864.5,7918.25,7853.0,7917.25,249760,65.25,52.75
2019-10-24,2019-10-24 15:30:00,2019-10-24 22:59:00,435,7954.0,7984.0,7916.75,7924.5,303171,67.25,-29.5
2019-10-25,2019-10-25 15:30:00,2019-10-25 22:59:00,435,7930.5,8041.5,7929.25,8036.5,283564,112.25,106.0
2019-10-28,2019-10-28 14:30:00,2019-10-28 21:59:00,435,8074.0,8127.5,8074.0,8111.0,245558,53.5,37.0
2019-10-29,2019-10-29 14:30:00,2019-10-29 21:59:00,435,8101.5,8114.0,8050.75,8056.0,290753,63.25,-45.5
2019-10-30,2019-10-30 14:30:00,2019-10-30 21:59:00,435,8068.0,8141.0,8020.5,8118.25,329164,120.5,50.25
2019-10-31,2019-10-31 14:30:00,2019-10-31 21:59:00,435,8113.0,8117.5,8046.0,8092.25,348974,71.5,-20.75
2019-11-01,2019-11-01 14:30:00,2019-11-01 21:59:00,435,8127.25,8168.0,8114.25,8163.5,274495,53.75,36.25
2019-11-04,2019-11-04 15:30:00,2019-11-04 22:59:00,435,8219.5,8233.75,8201.25,8218.0,256311,32.5,-1.5
2019-11-05,2019-11-05 15:30:00,2019-11-05 22:59:00,435,8224.5,8234.75,8193.25,8210.5,232432,41.5,-14.0
2019-11-06,2019-11-06 15:30:00,2019-11-06 22:59:00,435,8210.0,8214.5,8161.0,8213.0,258314,53.5,3.0
2019-11-07,2019-11-07 15:30:00,2019-11-07 22:59:00,435,8241.5,8282.25,8204.0,8231.25,276175,78.25,-10.25
2019-11-08,2019-11-08 15:30:00,2019-11-08 22:59:00,435,8211.0,8264.25,8190.0,8260.5,247569,74.25,49.5
2019-11-11,2019-11-11 15:30:00,2019-11-11 22:59:00,435,8219.5,8254.5,8206.5,8253.75,161863,48.0,34.25
2019-11-12,2019-11-12 15:30:00,2019-11-12 22:59:00,435,8255.25,8300.25,8243.0,8271.25,255686,57.25,16.0
2019-11-13,2019-11-13 15:30:00,2019-11-13 22:59:00,435,8243.5,8281.5,8236.75,8270.25,306288,44.75,26.75
2019-11-14,2019-11-14 15:30:00,2019-11-14 22:59:00,435,8242.0,8272.0,8216.25,8269.5,295119,55.75,27.5
2019-11-15,2019-11-15 15:30:00,2019-11-15 22:59:00,435,8314.5,8324.0,8289.0,8323.25,250340,35.0,8.75
2019-11-18,2019-11-18 15:30:00,2019-11-18 22:59:00,435,8313.75,8345.75,8279.25,8334.25,259930,66.5,20.5
2019-11-19,2019-11-19 15:30:00,2019-11-19 22:59:00,435,8364.25,8364.5,8312.5,8334.25,299126,52.0,-30.0
2019-11-20,2019-11-20 15:30:00,2019-11-20 22:59:00,435,8323.5,8348.0,8231.0,8288.25,406958,117.0,-35.25
2019-11-21,2019-11-21 15:30:00,2019-11-21 22:59:00,435,8283.0,8289.0,8246.75,8278.5,277559,42.25,-4.5
2019-11-22,2019-11-22 15:30:00,2019-11-22 22:59:00,435,8292.5,8298.75,8233.25,8283.0,245735,65.5,-9.5
2019-11-25,2019-11-25 15:30:00,2019-11-25 22:59:00,435,8312.0,8379.25,8311.75,8375.0,203474,67.5,63.0
2019-11-26,2019-11-26 15:30:00,2019-11-26 22:59:00,435,8380.0,8404.75,8368.75,8402.5,209176,36.0,22.5
2019-11-27,2019-11-27 15:30:00,2019-11-27 22:59:00,435,8412.75,8458.75,8402.5,8456.5,180664,56.25,43.75
2019-11-28,2019-11-28 15:30:00,2019-11-28 18:59:00,210,8442.0,8447.75,8435.75,8444.5,10344,12.0,2.5
2019-11-29,2019-11-29 15:30:00,2019-11-29 19:14:00,225,8429.5,8440.5,8406.5,8422.5,122400,34.0,-7.0
2019-12-02,2019-12-02 15:30:00,2019-12-02 22:59:00,435,8410.75,8413.5,8276.5,8310.0,464214,137.0,-100.75
2019-12-03,2019-12-03 15:30:00,2019-12-03 22:59:00,435,8212.5,8261.25,8168.25,8255.5,434619,93.0,43.0
2019-12-04,2019-12-04 15:30:00,2019-12-04 22:59:00,435,8301.0,8319.25,8286.0,8296.5,244657,33.25,-4.5
2019-12-05,2019-12-05 15:30:00,2019-12-05 22:59:00,435,8327.25,8327.25,8273.25,8310.75,265595,54.0,-16.5
2019-12-06,2019-12-06 15:30:00,2019-12-06 22:59:00,435,8370.75,8409.5,8368.0,8405.0,205844,41.5,34.25
2019-12-09,2019-12-09 15:30:00,2019-12-09 22:59:00,435,8388.0,8427.25,8347.0,8351.25,226677,80.25,-36.75
2019-12-10,2019-12-10 15:30:00,2019-12-10 22:59:00,435,8368.75,8398.0,8338.5,8368.0,254166,59.5,-0.75
2019-12-11,2019-12-11 15:30:00,2019-12-11 22:59:00,435,8376.5,8411.0,8363.5,8407.75,209112,47.5,31.25
2019-12-12,2019-12-12 15:30:00,2019-12-12 22:59:00,435,8392.25,8497.0,8381.0,8472.25,439056,116.0,80.0
2019-12-13,2019-12-13 15:30:00,2019-12-13 22:59:00,435,8458.0,8520.0,8440.25,8495.25,165185,79.75,37.25
2019-12-16,2019-12-16 15:30:00,2019-12-16 22:59:00,435,8545.25,8587.75,8544.25,8578.0,77101,43.5,32.75
2019-12-17,2019-12-17 15:30:00,2019-12-17 22:59:00,435,8615.0,8625.25,8596.25,8602.25,181892,29.0,-12.75
2019-12-18,2019-12-18 15:30:00,2019-12-18 22:59:00,435,8618.25,8641.25,8607.5,8624.25,208890,33.75,6.0
2019-12-19,2019-12-19 15:30:00,2019-12-19 22:59:00,435,8619.25,8682.5,8618.25,8680.5,197806,64.25,61.25
2019-12-20,2019-12-20 15:30:00,2019-12-20 22:59:00,435,8706.5,8717.25,8686.25,8710.25,223352,31.0,3.75
2019-12-23,2019-12-23 15:30:00,2019-12-23 22:59:00,435,8733.25,8736.75,8716.5,8728.75,137397,20.25,-4.5
2019-12-24,2019-12-24 15:30:00,2019-12-24 19:14:00,225,8730.25,8734.75,8707.0,8729.5,79353,27.75,-0.75
2019-12-26,2019-12-26 00:00:00,2019-12-26 22:59:00,844,8730.25,8805.0,8729.0,8802.25,149055,76.0,72.0
2019-12-27,2019-12-27 15:30:00,2019-12-27 22:59:00,435,8832.0,8832.75,8769.0,8779.25,256859,63.75,-52.75
2019-12-30,2019-12-30 15:30:00,2019-12-30 22:59:00,435,8787.0,8793.0,8691.25,8732.5,330807,101.75,-54.5
2019-12-31,2019-12-31 15:30:00,2019-12-31 22:59:00,435,8709.0,8772.25,8692.25,8772.0,226846,80.0,63.0
2020-01-02,2020-01-02 00:00:00,2020-01-02 22:59:00,854,8776.75,8901.5,8769.5,8901.0,347653,132.0,124.25
2020-01-03,2020-01-03 15:30:00,2020-01-03 22:59:00,435,8771.0,8861.75,8770.5,8811.75,370443,91.25,40.75
2020-01-06,2020-01-06 15:30:00,2020-01-06 22:59:00,435,8739.0,8873.0,8729.0,8852.5,308277,144.0,113.5
2020-01-07,2020-01-07 15:30:00,2020-01-07 22:59:00,435,8867.0,8888.0,8825.75,8844.25,348583,62.25,-22.75
2020-01-08,2020-01-08 15:30:00,2020-01-08 22:59:00,435,8861.25,8972.25,8848.0,8947.5,372587,124.25,86.25
2020-01-09,2020-01-09 15:30:00,2020-01-09 22:59:00,435,9001.75,9022.25,8952.5,9008.5,346667,69.75,6.75
2020-01-10,2020-01-10 15:30:00,2020-01-10 22:59:00,435,9039.25,9042.5,8966.25,8978.25,362589,76.25,-61.0
2020-01-13,2020-01-13 15:30:00,2020-01-13 22:59:00,435,9017.5,9095.5,9003.75,9090.25,288974,91.75,72.75
2020-01-14,2020-01-14 15:30:00,2020-01-14 22:59:00,435,9076.5,9095.0,9035.0,9063.0,414417,60.0,-13.5
2020-01-15,2020-01-15 15:30:00,2020-01-15 22:59:00,435,9054.0,9096.0,9023.0,9062.0,386303,73.0,8.0
2020-01-16,2020-01-16 15:30:00,2020-01-16 22:59:00,435,9095.75,9140.25,9076.5,9138.5,308720,63.75,42.75
2020-01-17,2020-01-17 15:30:00,2020-01-17 22:59:00,435,9175.75,9189.25,9130.0,9171.75,322451,59.25,-4.0
2020-01-20,2020-01-20 15:30:00,2020-01-20 18:59:00,209,9166.75,9177.0,9161.25,9175.75,18778,15.75,9.0
2020-01-21,2020-01-21 15:30:00,2020-01-21 22:59:00,435,9153.75,9199.75,9151.75,9174.75,344898,48.0,21.0
2020-01-22,2020-01-22 15:30:00,2020-01-22 22:59:00,435,9223.25,9254.0,9180.75,9188.0,395049,73.25,-35.25
2020-01-23,2020-01-23 15:30:00,2020-01-23 22:59:00,435,9193.0,9253.5,9151.75,9251.25,469208,101.75,58.25
2020-01-24,2020-01-24 15:30:00,2020-01-24 22:59:00,435,9273.0,9283.25,9109.5,9136.75,663388,173.75,-136.25
2020-01-27,2020-01-27 15:30:00,2020-01-27 22:59:00,435,8947.25,9011.25,8925.5,8960.25,516738,85.75,13.0
2020-01-28,2020-01-28 15:30:00,2020-01-28 22:59:00,435,9023.75,9136.25,9001.0,9124.5,440728,135.25,100.75
2020-01-29,2020-01-29 15:30:00,2020-01-29 22:59:00,435,9149.0,9158.75,9072.25,9104.75,437157,86.5,-44.25
2020-01-30,2020-01-30 15:30:00,2020-01-30 22:59:00,435,9051.75,9240.0,9024.5,9237.5,614289,215.5,185.75
2020-01-31,2020-01-31 15:30:00,2020-01-31 22:59:00,435,9181.5,9184.0,8966.0,9013.25,716746,218.0,-168.25
2020-02-03,2020-02-03 15:30:00,2020-02-03 22:59:00,435,9041.5,9155.75,9035.75,9105.5,472001,120.0,64.0
2020-02-04,2020-02-04 15:30:00,2020-02-04 22:59:00,435,9257.75,9369.25,9227.0,9360.25,388716,142.25,102.5
2020-02-05,2020-02-05 15:30:00,2020-02-05 22:59:00,435,9457.0,9457.75,9317.75,9388.25,504579,140.0,-68.75
2020-02-06,2020-02-06 15:30:00,2020-02-06 22:59:00,435,9396.5,9464.0,9362.5,9464.0,380618,101.5,67.5
2020-02-07,2020-02-07 15:30:00,2020-02-07 22:59:00,435,9411.25,9463.5,9385.0,9400.5,413683,78.5,-10.75
2020-02-10,2020-02-10 15:30:00,2020-02-10 22:59:00,435,9380.25,9531.5,9378.75,9526.0,326683,152.75,145.75
2020-02-11,2020-02-11 15:30:00,2020-02-11 22:59:00,435,9576.75,9609.5,9501.25,9532.75,460650,108.25,-44.0
2020-02-12,2020-02-12 15:30:00,2020-02-12 22:59:00,435,9580.5,9628.25,9559.25,9623.5,346726,69.0,43.0
2020-02-13,2020-02-13 15:30:00,2020-02-13 22:59:00,435,9549.75,9644.75,9539.25,9625.25,422168,105.5,75.5
2020-02-14,2020-02-14 15:30:00,2020-02-14 22:59:00,435,9618.75,9642.25,9588.0,9630.25,360627,54.25,11.5
2020-02-17,2020-02-17 15:30:00,2020-02-17 18:59:00,210,9656.25,9669.25,9655.75,9666.5,15603,13.5,10.25
2020-02-18,2020-02-18 15:30:00,2020-02-18 22:59:00,435,9583.75,9654.5,9574.5,9640.25,401331,80.0,56.5
2020-02-19,2020-02-19 15:30:00,2020-02-19 22:59:00,435,9690.25,9748.75,9681.5,9734.25,306442,67.25,44.0
2020-02-20,2020-02-20 15:30:00,2020-02-20 22:59:00,435,9704.75,9726.0,9517.0,9618.25,613454,209.0,-86.5
2020-02-21,2020-02-21 15:30:00,2020-02-21 22:59:00,435,9590.0,9604.75,9411.5,9455.0,692477,193.25,-135.0
2020-02-24,2020-02-24 15:30:00,2020-02-24 22:59:00,435,9102.25,9202.5,9041.25,9097.25,731868,161.25,-5.0
2020-02-25,2020-02-25 15:30:00,2020-02-25 22:59:00,435,9158.0,9191.0,8810.0,8873.75,1031783,381.0,-284.25
2020-02-26,2020-02-26 15:30:00,2020-02-26 22:59:00,435,8891.5,9037.5,8810.0,8821.0,825916,227.5,-70.5
2020-02-27,2020-02-27 15:30:00,2020-02-27 22:59:00,435,8655.25,8793.0,8334.25,8349.75,1064797,458.75,-305.5
2020-02-28,2020-02-28 15:30:00,2020-02-28 22:59:00,435,8161.5,8574.75,8126.25,8548.0,890200,448.5,386.5
2020-03-02,2020-03-02 15:30:00,2020-03-02 22:59:00,435,8564.0,8883.25,8443.0,8820.0,810821,440.25,256.0
2020-03-03,2020-03-03 15:30:00,2020-03-03 22:59:00,435,8901.0,9002.5,8511.0,8559.0,895911,491.5,-342.0
2020-03-04,2020-03-04 15:30:00,2020-03-04 22:59:00,435,8745.5,8950.0,8665.25,8889.25,620377,284.75,143.75
2020-03-05,2020-03-05 15:30:00,2020-03-05 22:59:00,435,8716.25,8867.75,8610.75,8674.0,656255,257.0,-42.25
2020-03-06,2020-03-06 15:30:00,2020-03-06 22:59:00,435,8384.5,8570.75,8316.5,8501.75,726886,254.25,117.25
2020-03-09,2020-03-09 14:30:00,2020-03-09 21:59:00,421,7973.0,8240.25,7820.0,7915.0,455948,420.25,-58.0
2020-03-10,2020-03-10 14:30:00,2020-03-10 21:59:00,435,8237.5,8378.75,7931.25,8356.0,746096,447.5,118.5
2020-03-11,2020-03-11 14:30:00,2020-03-11 21:59:00,435,8163.75,8222.25,7892.75,8005.0,776321,329.5,-158.75
2020-03-12,2020-03-12 14:30:00,2020-03-12 21:59:00,422,7505.5,7813.0,7128.5,7160.5,636094,684.5,-345.0
2020-03-13,2020-03-13 14:30:00,2020-03-13 21:59:00,435,7690.0,7978.0,7292.25,7823.0,352154,685.75,133.0
2020-03-16,2020-03-16 14:30:00,2020-03-16 21:59:00,421,7396.25,7564.0,6927.0,7048.75,211934,637.0,-347.5
2020-03-17,2020-03-17 14:30:00,2020-03-17 21:59:00,435,7167.25,7537.0,6931.25,7347.25,399563,605.75,180.0
2020-03-18,2020-03-18 14:30:00,2020-03-18 21:59:00,422,6974.0,7324.5,6810.0,7241.5,419816,514.5,267.5
2020-03-19,2020-03-19 14:30:00,2020-03-19 21:59:00,435,7177.25,7502.5,7010.0,7184.75,357972,492.5,7.5
2020-03-20,2020-03-20 14:30:00,2020-03-20 21:59:00,435,7429.0,7477.75,6891.0,6920.25,414703,586.75,-508.75
2020-03-23,2020-03-23 14:30:00,2020-03-23 21:59:00,435,6999.75,7142.25,6760.0,6978.0,459990,382.25,-21.75
2020-03-24,2020-03-24 14:30:00,2020-03-24 21:59:00,435,7379.25,7572.25,7294.25,7553.25,425265,278.0,174.0
2020-03-25,2020-03-25 14:30:00,2020-03-25 21:59:00,435,7555.25,7761.0,7371.5,7478.0,485699,389.5,-77.25
2020-03-26,2020-03-26 14:30:00,2020-03-26 21:59:00,435,7527.25,7893.5,7514.75,7861.5,424072,378.75,334.25
2020-03-27,2020-03-27 14:30:00,2020-03-27 21:59:00,435,7655.75,7800.25,7551.25,7561.0,322436,249.0,-94.75
2020-03-30,2020-03-30 15:30:00,2020-03-30 22:59:00,435,7661.5,7884.0,7630.0,7853.25,290390,254.0,191.75
2020-03-31,2020-03-31 15:30:00,2020-03-31 22:59:00,435,7844.75,7995.0,7747.5,7781.75,309006,247.5,-63.0
2020-04-01,2020-04-01 15:30:00,2020-04-01 22:59:00,435,7563.5,7683.0,7404.25,7463.5,289853,278.75,-100.0
2020-04-02,2020-04-02 15:30:00,2020-04-02 22:59:00,435,7432.75,7656.25,7408.75,7622.0,316748,247.5,189.25
