session_date,window_minutes,window_range_points,session_range_points,range_share,window_high_is_session_high,window_low_is_session_low,window_contains_one_extreme,window_contains_both_extremes
2017-04-18,5,11.25,29.25,0.38461538461538464,False,False,False,False
2017-04-18,15,17.0,29.25,0.5811965811965812,False,False,False,False
2017-04-18,30,27.25,29.25,0.9316239316239316,False,False,False,False
2017-04-18,60,28.0,29.25,0.9572649572649573,True,False,True,False
2017-04-18,120,28.0,29.25,0.9572649572649573,True,False,True,False
2017-04-19,5,9.0,40.75,0.22085889570552147,False,False,False,False
2017-04-19,15,10.75,40.75,0.26380368098159507,False,False,False,False
2017-04-19,30,16.75,40.75,0.4110429447852761,False,False,False,False
2017-04-19,60,16.75,40.75,0.4110429447852761,False,False,False,False
2017-04-19,120,18.75,40.75,0.4601226993865031,True,False,True,False
2017-04-20,5,8.5,43.75,0.19428571428571428,False,False,False,False
2017-04-20,15,11.75,43.75,0.26857142857142857,False,False,False,False
2017-04-20,30,16.25,43.75,0.37142857142857144,False,True,True,False
2017-04-20,60,18.25,43.75,0.41714285714285715,False,True,True,False
2017-04-20,120,18.25,43.75,0.41714285714285715,False,True,True,False
2017-04-21,5,10.5,22.25,0.47191011235955055,False,False,False,False
2017-04-21,15,11.25,22.25,0.5056179775280899,False,False,False,False
2017-04-21,30,14.5,22.25,0.651685393258427,False,False,False,False
2017-04-21,60,14.5,22.25,0.651685393258427,False,False,False,False
2017-04-21,120,14.5,22.25,0.651685393258427,False,False,False,False
2017-04-24,5,7.0,20.5,0.34146341463414637,False,False,False,False
2017-04-24,15,11.75,20.5,0.573170731707317,False,True,True,False
2017-04-24,30,13.5,20.5,0.6585365853658537,False,True,True,False
2017-04-24,60,17.0,20.5,0.8292682926829268,False,True,True,False
2017-04-24,120,17.0,20.5,0.8292682926829268,False,True,True,False
2017-04-25,5,5.0,36.5,0.136986301369863,False,True,True,False
2017-04-25,15,7.25,36.5,0.19863013698630136,False,True,True,False
2017-04-25,30,8.5,36.5,0.2328767123287671,False,True,True,False
2017-04-25,60,17.5,36.5,0.4794520547945205,False,True,True,False
2017-04-25,120,20.5,36.5,0.5616438356164384,False,True,True,False
2017-04-26,5,14.75,27.5,0.5363636363636364,True,False,True,False
2017-04-26,15,16.75,27.5,0.6090909090909091,True,False,True,False
2017-04-26,30,18.25,27.5,0.6636363636363637,True,False,True,False
2017-04-26,60,19.5,27.5,0.7090909090909091,True,False,True,False
2017-04-26,120,20.0,27.5,0.7272727272727273,True,False,True,False
2017-04-27,5,5.5,51.0,0.10784313725490197,False,False,False,False
2017-04-27,15,7.25,51.0,0.14215686274509803,False,True,True,False
2017-04-27,30,11.25,51.0,0.22058823529411764,False,True,True,False
2017-04-27,60,17.75,51.0,0.3480392156862745,False,True,True,False
2017-04-27,120,17.75,51.0,0.3480392156862745,False,True,True,False
2017-04-28,5,7.25,23.75,0.30526315789473685,True,False,True,False
2017-04-28,15,12.75,23.75,0.5368421052631579,True,False,True,False
2017-04-28,30,18.25,23.75,0.7684210526315789,True,False,True,False
2017-04-28,60,20.0,23.75,0.8421052631578947,True,False,True,False
2017-04-28,120,20.0,23.75,0.8421052631578947,True,False,True,False
2017-05-01,5,7.0,40.75,0.17177914110429449,False,True,True,False
2017-05-01,15,9.0,40.75,0.22085889570552147,False,True,True,False
2017-05-01,30,12.0,40.75,0.294478527607362,False,True,True,False
2017-05-01,60,12.75,40.75,0.3128834355828221,False,True,True,False
2017-05-01,120,22.25,40.75,0.5460122699386503,False,True,True,False
2017-05-02,5,7.0,19.25,0.36363636363636365,False,False,False,False
2017-05-02,15,10.0,19.25,0.5194805194805194,False,False,False,False
2017-05-02,30,14.0,19.25,0.7272727272727273,False,False,False,False
2017-05-02,60,16.0,19.25,0.8311688311688312,False,True,True,False
2017-05-02,120,16.0,19.25,0.8311688311688312,False,True,True,False
2017-05-03,5,8.75,23.0,0.3804347826086957,True,False,True,False
2017-05-03,15,12.75,23.0,0.5543478260869565,True,False,True,False
2017-05-03,30,12.75,23.0,0.5543478260869565,True,False,True,False
2017-05-03,60,20.75,23.0,0.9021739130434783,True,False,True,False
2017-05-03,120,23.0,23.0,1.0,True,True,True,True
2017-05-04,5,10.25,27.25,0.3761467889908257,False,False,False,False
2017-05-04,15,20.5,27.25,0.7522935779816514,False,False,False,False
2017-05-04,30,22.75,27.25,0.8348623853211009,False,True,True,False
2017-05-04,60,22.75,27.25,0.8348623853211009,False,True,True,False
2017-05-04,120,22.75,27.25,0.8348623853211009,False,True,True,False
2017-05-05,5,5.0,33.25,0.15037593984962405,False,False,False,False
2017-05-05,15,10.0,33.25,0.3007518796992481,False,False,False,False
2017-05-05,30,14.25,33.25,0.42857142857142855,False,False,False,False
2017-05-05,60,21.0,33.25,0.631578947368421,False,False,False,False
2017-05-05,120,23.25,33.25,0.6992481203007519,False,True,True,False
2017-05-08,5,7.75,21.5,0.36046511627906974,False,False,False,False
2017-05-08,15,12.5,21.5,0.5813953488372093,False,False,False,False
2017-05-08,30,12.75,21.5,0.5930232558139535,False,False,False,False
2017-05-08,60,14.25,21.5,0.6627906976744186,False,False,False,False
2017-05-08,120,17.5,21.5,0.813953488372093,False,True,True,False
2017-05-09,5,9.0,29.0,0.3103448275862069,False,True,True,False
2017-05-09,15,13.0,29.0,0.4482758620689655,False,True,True,False
2017-05-09,30,19.0,29.0,0.6551724137931034,False,True,True,False
2017-05-09,60,29.0,29.0,1.0,True,True,True,True
2017-05-09,120,29.0,29.0,1.0,True,True,True,True
2017-05-10,5,6.75,21.5,0.313953488372093,False,False,False,False
2017-05-10,15,12.5,21.5,0.5813953488372093,False,False,False,False
2017-05-10,30,17.0,21.5,0.7906976744186046,False,False,False,False
2017-05-10,60,20.0,21.5,0.9302325581395349,False,False,False,False
2017-05-10,120,21.0,21.5,0.9767441860465116,False,True,True,False
2017-05-11,5,4.0,38.5,0.1038961038961039,False,False,False,False
2017-05-11,15,8.0,38.5,0.2077922077922078,False,False,False,False
2017-05-11,30,26.25,38.5,0.6818181818181818,False,False,False,False
2017-05-11,60,30.75,38.5,0.7987012987012987,False,False,False,False
2017-05-11,120,32.0,38.5,0.8311688311688312,False,True,True,False
2017-05-12,5,7.25,19.0,0.3815789473684211,False,False,False,False
2017-05-12,15,8.75,19.0,0.4605263157894737,False,False,False,False
2017-05-12,30,10.5,19.0,0.5526315789473685,False,False,False,False
2017-05-12,60,11.75,19.0,0.618421052631579,False,False,False,False
2017-05-12,120,12.0,19.0,0.631578947368421,False,True,True,False
2017-05-15,5,8.75,24.0,0.3645833333333333,False,True,True,False
2017-05-15,15,13.75,24.0,0.5729166666666666,False,True,True,False
2017-05-15,30,17.0,24.0,0.7083333333333334,False,True,True,False
2017-05-15,60,17.5,24.0,0.7291666666666666,False,True,True,False
2017-05-15,120,24.0,24.0,1.0,True,True,True,True
2017-05-16,5,6.0,26.5,0.22641509433962265,False,False,False,False
2017-05-16,15,8.75,26.5,0.330188679245283,False,False,False,False
2017-05-16,30,10.25,26.5,0.3867924528301887,False,False,False,False
2017-05-16,60,16.75,26.5,0.6320754716981132,False,False,False,False
2017-05-16,120,18.5,26.5,0.6981132075471698,False,True,True,False
2017-05-17,5,9.75,117.75,0.08280254777070063,False,False,False,False
2017-05-17,15,14.75,117.75,0.12526539278131635,True,False,True,False
2017-05-17,30,28.5,117.75,0.24203821656050956,True,False,True,False
2017-05-17,60,39.5,117.75,0.3354564755838641,True,False,True,False
2017-05-17,120,71.75,117.75,0.6093418259023354,True,False,True,False
2017-05-18,5,19.0,76.0,0.25,False,True,True,False
2017-05-18,15,29.5,76.0,0.3881578947368421,False,True,True,False
2017-05-18,30,35.75,76.0,0.47039473684210525,False,True,True,False
2017-05-18,60,62.0,76.0,0.8157894736842105,False,True,True,False
2017-05-18,120,64.75,76.0,0.8519736842105263,False,True,True,False
2017-05-19,5,11.0,30.5,0.36065573770491804,False,True,True,False
2017-05-19,15,17.0,30.5,0.5573770491803278,False,True,True,False
2017-05-19,30,22.25,30.5,0.7295081967213115,False,True,True,False
2017-05-19,60,26.25,30.5,0.860655737704918,False,True,True,False
2017-05-19,120,27.25,30.5,0.8934426229508197,False,True,True,False
2017-05-22,5,14.5,41.0,0.35365853658536583,False,True,True,False
2017-05-22,15,18.75,41.0,0.4573170731707317,False,True,True,False
2017-05-22,30,21.75,41.0,0.5304878048780488,False,True,True,False
2017-05-22,60,23.25,41.0,0.5670731707317073,False,True,True,False
2017-05-22,120,26.25,41.0,0.6402439024390244,False,True,True,False
2017-05-23,5,9.25,26.0,0.3557692307692308,True,False,True,False
2017-05-23,15,16.0,26.0,0.6153846153846154,True,False,True,False
2017-05-23,30,23.25,26.0,0.8942307692307693,True,False,True,False
2017-05-23,60,23.25,26.0,0.8942307692307693,True,False,True,False
2017-05-23,120,23.25,26.0,0.8942307692307693,True,False,True,False
2017-05-24,5,7.0,27.75,0.25225225225225223,False,False,False,False
2017-05-24,15,13.75,27.75,0.4954954954954955,False,False,False,False
2017-05-24,30,13.75,27.75,0.4954954954954955,False,False,False,False
2017-05-24,60,17.25,27.75,0.6216216216216216,False,True,True,False
2017-05-24,120,17.25,27.75,0.6216216216216216,False,True,True,False
2017-05-25,5,9.0,54.5,0.1651376146788991,False,False,False,False
2017-05-25,15,13.0,54.5,0.23853211009174313,False,True,True,False
2017-05-25,30,13.75,54.5,0.25229357798165136,False,True,True,False
2017-05-25,60,25.0,54.5,0.45871559633027525,False,True,True,False
2017-05-25,120,37.25,54.5,0.6834862385321101,False,True,True,False
2017-05-26,5,10.5,22.75,0.46153846153846156,False,False,False,False
2017-05-26,15,11.0,22.75,0.4835164835164835,False,True,True,False
2017-05-26,30,13.25,22.75,0.5824175824175825,False,True,True,False
2017-05-26,60,17.75,22.75,0.7802197802197802,False,True,True,False
2017-05-26,120,19.75,22.75,0.8681318681318682,False,True,True,False
2017-05-30,5,9.0,18.75,0.48,False,True,True,False
2017-05-30,15,17.5,18.75,0.9333333333333333,False,True,True,False
2017-05-30,30,18.25,18.75,0.9733333333333334,False,True,True,False
2017-05-30,60,18.25,18.75,0.9733333333333334,False,True,True,False
2017-05-30,120,18.25,18.75,0.9733333333333334,False,True,True,False
2017-05-31,5,4.25,52.0,0.08173076923076923,True,False,True,False
2017-05-31,15,7.0,52.0,0.1346153846153846,True,False,True,False
2017-05-31,30,39.25,52.0,0.7548076923076923,True,False,True,False
2017-05-31,60,52.0,52.0,1.0,True,True,True,True
2017-05-31,120,52.0,52.0,1.0,True,True,True,True
2017-06-01,5,6.5,43.5,0.14942528735632185,False,False,False,False
2017-06-01,15,9.75,43.5,0.22413793103448276,False,False,False,False
2017-06-01,30,16.25,43.5,0.3735632183908046,False,False,False,False
2017-06-01,60,32.5,43.5,0.7471264367816092,False,True,True,False
2017-06-01,120,32.5,43.5,0.7471264367816092,False,True,True,False
2017-06-02,5,8.75,60.5,0.1446280991735537,False,False,False,False
2017-06-02,15,14.5,60.5,0.2396694214876033,False,False,False,False
2017-06-02,30,15.75,60.5,0.2603305785123967,False,True,True,False
2017-06-02,60,21.25,60.5,0.3512396694214876,False,True,True,False
2017-06-02,120,28.25,60.5,0.4669421487603306,False,True,True,False
2017-06-05,5,10.25,18.5,0.5540540540540541,False,True,True,False
2017-06-05,15,10.25,18.5,0.5540540540540541,False,True,True,False
2017-06-05,30,16.0,18.5,0.8648648648648649,False,True,True,False
2017-06-05,60,16.0,18.5,0.8648648648648649,False,True,True,False
2017-06-05,120,18.5,18.5,1.0,True,True,True,True
2017-06-06,5,6.5,44.75,0.1452513966480447,False,False,False,False
2017-06-06,15,16.0,44.75,0.3575418994413408,False,False,False,False
2017-06-06,30,17.25,44.75,0.3854748603351955,False,False,False,False
2017-06-06,60,20.0,44.75,0.44692737430167595,False,False,False,False
2017-06-06,120,22.75,44.75,0.5083798882681564,True,False,True,False
2017-06-07,5,5.75,39.0,0.14743589743589744,False,False,False,False
2017-06-07,15,10.5,39.0,0.2692307692307692,False,False,False,False
2017-06-07,30,17.75,39.0,0.4551282051282051,False,False,False,False
2017-06-07,60,17.75,39.0,0.4551282051282051,False,False,False,False
2017-06-07,120,24.0,39.0,0.6153846153846154,False,False,False,False
2017-06-08,5,10.0,41.75,0.23952095808383234,True,False,True,False
2017-06-08,15,24.0,41.75,0.5748502994011976,True,False,True,False
2017-06-08,30,34.75,41.75,0.8323353293413174,True,False,True,False
2017-06-08,60,41.75,41.75,1.0,True,True,True,True
2017-06-08,120,41.75,41.75,1.0,True,True,True,True
2017-06-09,5,8.5,238.5,0.03563941299790356,False,False,False,False
2017-06-09,15,16.0,238.5,0.06708595387840671,False,False,False,False
2017-06-09,30,16.0,238.5,0.06708595387840671,False,False,False,False
2017-06-09,60,20.25,238.5,0.08490566037735849,True,False,True,False
2017-06-09,120,32.75,238.5,0.13731656184486374,True,False,True,False
2017-06-12,5,28.75,82.25,0.3495440729483283,False,False,False,False
2017-06-12,15,56.25,82.25,0.6838905775075987,False,False,False,False
2017-06-12,30,65.75,82.25,0.7993920972644377,False,True,True,False
2017-06-12,60,65.75,82.25,0.7993920972644377,False,True,True,False
2017-06-12,120,82.25,82.25,1.0,True,True,True,True
2017-06-13,5,13.5,52.5,0.2571428571428571,False,False,False,False
2017-06-13,15,20.75,52.5,0.3952380952380952,False,False,False,False
2017-06-13,30,23.75,52.5,0.4523809523809524,False,False,False,False
2017-06-13,60,27.0,52.5,0.5142857142857142,False,False,False,False
2017-06-13,120,52.0,52.5,0.9904761904761905,False,True,True,False
2017-06-14,5,10.25,96.25,0.10649350649350649,True,False,True,False
2017-06-14,15,25.5,96.25,0.2649350649350649,True,False,True,False
2017-06-14,30,25.5,96.25,0.2649350649350649,True,False,True,False
2017-06-14,60,27.5,96.25,0.2857142857142857,True,False,True,False
2017-06-14,120,28.0,96.25,0.2909090909090909,True,False,True,False
2017-06-15,5,13.75,73.75,0.1864406779661017,False,False,False,False
2017-06-15,15,25.0,73.75,0.3389830508474576,False,False,False,False
2017-06-15,30,38.0,73.75,0.5152542372881356,False,False,False,False
2017-06-15,60,43.25,73.75,0.5864406779661017,False,True,True,False
2017-06-15,120,43.75,73.75,0.5932203389830508,False,True,True,False
2017-06-16,5,19.0,46.5,0.40860215053763443,True,False,True,False
2017-06-16,15,29.5,46.5,0.6344086021505376,True,False,True,False
2017-06-16,30,29.5,46.5,0.6344086021505376,True,False,True,False
2017-06-16,60,36.75,46.5,0.7903225806451613,True,False,True,False
2017-06-16,120,46.5,46.5,1.0,True,True,True,True
2017-06-19,5,9.0,54.5,0.1651376146788991,False,True,True,False
2017-06-19,15,26.75,54.5,0.4908256880733945,False,True,True,False
2017-06-19,30,26.75,54.5,0.4908256880733945,False,True,True,False
2017-06-19,60,44.0,54.5,0.8073394495412844,False,True,True,False
2017-06-19,120,46.0,54.5,0.8440366972477065,False,True,True,False
2017-06-20,5,14.25,49.25,0.2893401015228426,False,False,False,False
2017-06-20,15,16.75,49.25,0.3401015228426396,False,False,False,False
2017-06-20,30,16.75,49.25,0.3401015228426396,False,False,False,False
2017-06-20,60,22.25,49.25,0.4517766497461929,False,False,False,False
2017-06-20,120,27.5,49.25,0.5583756345177665,True,False,True,False
2017-06-21,5,9.75,56.5,0.17256637168141592,False,False,False,False
2017-06-21,15,13.0,56.5,0.23008849557522124,False,False,False,False
2017-06-21,30,15.25,56.5,0.26991150442477874,False,True,True,False
2017-06-21,60,18.75,56.5,0.33185840707964603,False,True,True,False
2017-06-21,120,34.25,56.5,0.6061946902654868,False,True,True,False
2017-06-22,5,9.75,36.5,0.2671232876712329,False,False,False,False
2017-06-22,15,21.5,36.5,0.589041095890411,False,False,False,False
2017-06-22,30,21.5,36.5,0.589041095890411,False,False,False,False
2017-06-22,60,24.75,36.5,0.678082191780822,False,True,True,False
2017-06-22,120,24.75,36.5,0.678082191780822,False,True,True,False
2017-06-23,5,8.75,52.5,0.16666666666666666,False,False,False,False
2017-06-23,15,19.75,52.5,0.3761904761904762,False,False,False,False
2017-06-23,30,22.5,52.5,0.42857142857142855,False,True,True,False
2017-06-23,60,22.5,52.5,0.42857142857142855,False,True,True,False
2017-06-23,120,33.0,52.5,0.6285714285714286,False,True,True,False
2017-06-26,5,11.75,84.0,0.13988095238095238,False,False,False,False
2017-06-26,15,15.5,84.0,0.18452380952380953,True,False,True,False
2017-06-26,30,15.5,84.0,0.18452380952380953,True,False,True,False
2017-06-26,60,36.25,84.0,0.43154761904761907,True,False,True,False
2017-06-26,120,79.25,84.0,0.9434523809523809,True,False,True,False
2017-06-27,5,24.75,96.0,0.2578125,False,False,False,False
2017-06-27,15,24.75,96.0,0.2578125,False,False,False,False
2017-06-27,30,24.75,96.0,0.2578125,False,False,False,False
2017-06-27,60,28.25,96.0,0.2942708333333333,False,False,False,False
2017-06-27,120,30.25,96.0,0.3151041666666667,True,False,True,False
2017-06-28,5,12.75,106.25,0.12,False,False,False,False
2017-06-28,15,22.75,106.25,0.21411764705882352,False,False,False,False
2017-06-28,30,37.25,106.25,0.35058823529411764,False,True,True,False
2017-06-28,60,37.25,106.25,0.35058823529411764,False,True,True,False
2017-06-28,120,65.75,106.25,0.6188235294117647,False,True,True,False
2017-06-29,5,21.0,132.0,0.1590909090909091,True,False,True,False
2017-06-29,15,35.5,132.0,0.2689393939393939,True,False,True,False
2017-06-29,30,41.75,132.0,0.3162878787878788,True,False,True,False
2017-06-29,60,59.75,132.0,0.45265151515151514,True,False,True,False
2017-06-29,120,86.0,132.0,0.6515151515151515,True,False,True,False
2017-06-30,5,12.75,47.25,0.2698412698412698,False,False,False,False
2017-06-30,15,18.0,47.25,0.38095238095238093,False,False,False,False
2017-06-30,30,27.75,47.25,0.5873015873015873,True,False,True,False
2017-06-30,60,47.25,47.25,1.0,True,True,True,True
2017-06-30,120,47.25,47.25,1.0,True,True,True,True
2017-07-05,5,13.0,72.5,0.1793103448275862,False,False,False,False
2017-07-05,15,25.0,72.5,0.3448275862068966,False,False,False,False
2017-07-05,30,27.75,72.5,0.38275862068965516,False,False,False,False
2017-07-05,60,36.75,72.5,0.506896551724138,False,True,True,False
2017-07-05,120,50.5,72.5,0.696551724137931,False,True,True,False
2017-07-06,5,18.25,52.0,0.35096153846153844,False,False,False,False
2017-07-06,15,26.25,52.0,0.5048076923076923,False,False,False,False
2017-07-06,30,30.0,52.0,0.5769230769230769,False,False,False,False
2017-07-06,60,40.25,52.0,0.7740384615384616,False,True,True,False
2017-07-06,120,40.25,52.0,0.7740384615384616,False,True,True,False
2017-07-07,5,11.0,58.25,0.1888412017167382,False,True,True,False
2017-07-07,15,18.0,58.25,0.3090128755364807,False,True,True,False
2017-07-07,30,27.75,58.25,0.47639484978540775,False,True,True,False
2017-07-07,60,27.75,58.25,0.47639484978540775,False,True,True,False
2017-07-07,120,36.75,58.25,0.630901287553648,False,True,True,False
2017-07-10,5,17.0,61.5,0.2764227642276423,False,False,False,False
2017-07-10,15,25.0,61.5,0.4065040650406504,False,False,False,False
2017-07-10,30,31.0,61.5,0.5040650406504065,False,True,True,False
2017-07-10,60,31.0,61.5,0.5040650406504065,False,True,True,False
2017-07-10,120,37.75,61.5,0.6138211382113821,False,True,True,False
2017-07-11,5,9.5,55.0,0.17272727272727273,False,False,False,False
2017-07-11,15,10.75,55.0,0.19545454545454546,False,False,False,False
2017-07-11,30,18.0,55.0,0.32727272727272727,False,False,False,False
2017-07-11,60,36.0,55.0,0.6545454545454545,False,False,False,False
2017-07-11,120,50.25,55.0,0.9136363636363637,False,True,True,False
2017-07-12,5,14.0,39.0,0.358974358974359,False,False,False,False
2017-07-12,15,14.75,39.0,0.3782051282051282,False,False,False,False
2017-07-12,30,18.75,39.0,0.4807692307692308,False,True,True,False
2017-07-12,60,20.75,39.0,0.532051282051282,False,True,True,False
2017-07-12,120,20.75,39.0,0.532051282051282,False,True,True,False
2017-07-13,5,13.0,31.25,0.416,False,False,False,False
2017-07-13,15,15.5,31.25,0.496,False,False,False,False
2017-07-13,30,28.25,31.25,0.904,True,False,True,False
2017-07-13,60,28.25,31.25,0.904,True,False,True,False
2017-07-13,120,31.25,31.25,1.0,True,True,True,True
2017-07-14,5,14.5,45.75,0.31693989071038253,False,False,False,False
2017-07-14,15,14.5,45.75,0.31693989071038253,False,False,False,False
2017-07-14,30,14.5,45.75,0.31693989071038253,False,False,False,False
2017-07-14,60,22.0,45.75,0.4808743169398907,False,True,True,False
2017-07-14,120,22.0,45.75,0.4808743169398907,False,True,True,False
2017-07-17,5,7.5,32.5,0.23076923076923078,False,False,False,False
2017-07-17,15,10.5,32.5,0.3230769230769231,False,False,False,False
2017-07-17,30,17.0,32.5,0.5230769230769231,False,False,False,False
2017-07-17,60,23.5,32.5,0.7230769230769231,True,False,True,False
2017-07-17,120,28.0,32.5,0.8615384615384616,True,False,True,False
2017-07-18,5,16.0,78.25,0.20447284345047922,False,False,False,False
2017-07-18,15,18.0,78.25,0.23003194888178913,False,True,True,False
2017-07-18,30,24.5,78.25,0.31309904153354634,False,True,True,False
2017-07-18,60,32.25,78.25,0.41214057507987223,False,True,True,False
2017-07-18,120,39.0,78.25,0.4984025559105431,False,True,True,False
2017-07-19,5,8.25,28.75,0.28695652173913044,False,True,True,False
2017-07-19,15,17.0,28.75,0.591304347826087,False,True,True,False
2017-07-19,30,17.0,28.75,0.591304347826087,False,True,True,False
2017-07-19,60,17.0,28.75,0.591304347826087,False,True,True,False
2017-07-19,120,17.0,28.75,0.591304347826087,False,True,True,False
2017-07-20,5,9.0,38.5,0.23376623376623376,True,False,True,False
2017-07-20,15,16.75,38.5,0.43506493506493504,True,False,True,False
2017-07-20,30,17.75,38.5,0.461038961038961,True,False,True,False
2017-07-20,60,28.0,38.5,0.7272727272727273,True,False,True,False
2017-07-20,120,38.5,38.5,1.0,True,True,True,True
2017-07-21,5,9.25,33.25,0.2781954887218045,False,False,False,False
2017-07-21,15,13.0,33.25,0.39097744360902253,False,False,False,False
2017-07-21,30,21.0,33.25,0.631578947368421,False,True,True,False
2017-07-21,60,23.5,33.25,0.706766917293233,False,True,True,False
2017-07-21,120,23.5,33.25,0.706766917293233,False,True,True,False
2017-07-24,5,7.25,42.25,0.17159763313609466,False,False,False,False
2017-07-24,15,8.5,42.25,0.20118343195266272,False,False,False,False
2017-07-24,30,11.0,42.25,0.2603550295857988,False,False,False,False
2017-07-24,60,11.25,42.25,0.26627218934911245,False,False,False,False
2017-07-24,120,14.25,42.25,0.33727810650887574,False,True,True,False
2017-07-25,5,10.0,30.5,0.32786885245901637,False,False,False,False
2017-07-25,15,15.5,30.5,0.5081967213114754,False,True,True,False
2017-07-25,30,18.75,30.5,0.6147540983606558,False,True,True,False
2017-07-25,60,21.25,30.5,0.6967213114754098,False,True,True,False
2017-07-25,120,21.25,30.5,0.6967213114754098,False,True,True,False
2017-07-26,5,6.25,21.5,0.29069767441860467,False,False,False,False
2017-07-26,15,9.0,21.5,0.4186046511627907,False,False,False,False
2017-07-26,30,9.75,21.5,0.45348837209302323,False,False,False,False
2017-07-26,60,12.75,21.5,0.5930232558139535,False,False,False,False
2017-07-26,120,16.25,21.5,0.7558139534883721,False,False,False,False
2017-07-27,5,8.5,151.0,0.056291390728476824,False,False,False,False
2017-07-27,15,21.5,151.0,0.1423841059602649,False,False,False,False
2017-07-27,30,21.5,151.0,0.1423841059602649,False,False,False,False
2017-07-27,60,21.5,151.0,0.1423841059602649,False,False,False,False
2017-07-27,120,21.5,151.0,0.1423841059602649,False,False,False,False
2017-07-28,5,18.75,50.0,0.375,False,True,True,False
2017-07-28,15,37.0,50.0,0.74,False,True,True,False
2017-07-28,30,37.0,50.0,0.74,False,True,True,False
2017-07-28,60,37.0,50.0,0.74,False,True,True,False
2017-07-28,120,37.0,50.0,0.74,False,True,True,False
2017-07-31,5,7.75,62.0,0.125,False,False,False,False
2017-07-31,15,10.25,62.0,0.16532258064516128,True,False,True,False
2017-07-31,30,28.5,62.0,0.4596774193548387,True,False,True,False
2017-07-31,60,48.0,62.0,0.7741935483870968,True,False,True,False
2017-07-31,120,62.0,62.0,1.0,True,True,True,True
2017-08-01,5,19.0,52.75,0.36018957345971564,False,False,False,False
2017-08-01,15,19.0,52.75,0.36018957345971564,False,False,False,False
2017-08-01,30,19.0,52.75,0.36018957345971564,False,False,False,False
2017-08-01,60,27.0,52.75,0.5118483412322274,False,True,True,False
2017-08-01,120,27.0,52.75,0.5118483412322274,False,True,True,False
2017-08-02,5,8.5,79.25,0.10725552050473186,True,False,True,False
2017-08-02,15,25.0,79.25,0.31545741324921134,True,False,True,False
2017-08-02,30,29.5,79.25,0.3722397476340694,True,False,True,False
2017-08-02,60,60.0,79.25,0.7570977917981072,True,False,True,False
2017-08-02,120,79.25,79.25,1.0,True,True,True,True
2017-08-03,5,8.75,42.75,0.2046783625730994,True,False,True,False
2017-08-03,15,18.75,42.75,0.43859649122807015,True,False,True,False
2017-08-03,30,32.0,42.75,0.7485380116959064,True,False,True,False
2017-08-03,60,42.75,42.75,1.0,True,True,True,True
2017-08-03,120,42.75,42.75,1.0,True,True,True,True
2017-08-04,5,11.25,37.75,0.2980132450331126,False,False,False,False
2017-08-04,15,16.75,37.75,0.44370860927152317,False,False,False,False
2017-08-04,30,28.25,37.75,0.7483443708609272,True,False,True,False
2017-08-04,60,37.75,37.75,1.0,True,True,True,True
2017-08-04,120,37.75,37.75,1.0,True,True,True,True
2017-08-07,5,6.5,37.25,0.174496644295302,False,False,False,False
2017-08-07,15,11.0,37.25,0.2953020134228188,False,True,True,False
2017-08-07,30,13.75,37.25,0.3691275167785235,False,True,True,False
2017-08-07,60,18.25,37.25,0.4899328859060403,False,True,True,False
2017-08-07,120,27.0,37.25,0.7248322147651006,False,True,True,False
2017-08-08,5,7.0,65.25,0.10727969348659004,False,False,False,False
2017-08-08,15,14.75,65.25,0.2260536398467433,False,False,False,False
2017-08-08,30,14.75,65.25,0.2260536398467433,False,False,False,False
2017-08-08,60,17.75,65.25,0.2720306513409962,False,False,False,False
2017-08-08,120,31.75,65.25,0.48659003831417624,False,False,False,False
2017-08-09,5,14.5,62.75,0.23107569721115537,False,False,False,False
2017-08-09,15,25.75,62.75,0.4103585657370518,False,True,True,False
2017-08-09,30,31.25,62.75,0.49800796812749004,False,True,True,False
2017-08-09,60,32.75,62.75,0.5219123505976095,False,True,True,False
2017-08-09,120,41.5,62.75,0.6613545816733067,False,True,True,False
2017-08-10,5,10.0,119.0,0.08403361344537816,True,False,True,False
2017-08-10,15,20.0,119.0,0.16806722689075632,True,False,True,False
2017-08-10,30,26.0,119.0,0.2184873949579832,True,False,True,False
2017-08-10,60,54.5,119.0,0.4579831932773109,True,False,True,False
2017-08-10,120,54.5,119.0,0.4579831932773109,True,False,True,False
2017-08-11,5,18.5,62.25,0.2971887550200803,False,False,False,False
2017-08-11,15,20.0,62.25,0.321285140562249,False,False,False,False
2017-08-11,30,29.0,62.25,0.46586345381526106,False,True,True,False
2017-08-11,60,47.5,62.25,0.7630522088353414,False,True,True,False
2017-08-11,120,49.0,62.25,0.7871485943775101,False,True,True,False
2017-08-14,5,10.5,39.0,0.2692307692307692,False,True,True,False
2017-08-14,15,14.75,39.0,0.3782051282051282,False,True,True,False
2017-08-14,30,14.75,39.0,0.3782051282051282,False,True,True,False
2017-08-14,60,23.75,39.0,0.6089743589743589,False,True,True,False
2017-08-14,120,33.75,39.0,0.8653846153846154,False,True,True,False
2017-08-15,5,7.75,27.5,0.2818181818181818,True,False,True,False
2017-08-15,15,20.25,27.5,0.7363636363636363,True,False,True,False
2017-08-15,30,24.25,27.5,0.8818181818181818,True,False,True,False
2017-08-15,60,27.5,27.5,1.0,True,True,True,True
2017-08-15,120,27.5,27.5,1.0,True,True,True,True
2017-08-16,5,9.25,47.5,0.19473684210526315,False,False,False,False
